delaware, new york,0,1,2,3,3,3,3,4,6,7,8,8,9,9,10,12,12,11,11,11,10,11,11,10,9,9,8,7,6,8,6,6,5
tioga, new york,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,5,5,6,6,6,7,5,5
genesee, new york,0,0,0,1,2,2,3,3,3,4,5,5,6,7,7,10,15,18,21,21,22,22,24,22,22,22,23,32,32,31,30,28,28
warren, new york,0,0,0,0,2,4,6,6,6,6,6,6,6,8,8,10,10,12,13,12,11,10,20,20,21,23,23,22,22,22,21,21,20
washington, new york,0,1,1,1,2,3,3,3,3,4,4,5,5,5,5,5,5,6,6,7,7,8,9,9,10,10,10,13,13,14,14,14,13
schoharie, new york,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,5,5,4,4,3,3,2,2,1,0,0
fulton, new york,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,5,6,6,6,6,7,7,7,7,6,6,6,6,5,5
jefferson, new york,0,0,0,1,1,2,2,3,3,3,4,5,6,8,10,12,12,13,13,13,13,13,12,12,12,12,11,11,8,6,4,2,0
king, washington,130,130,185,255,255,408,433,431,485,485,579,616,644,732,778,794,855,866,882,929,858,807,850,781,754,734,551,590,479,378,345,95,1
snohomish, washington,39,68,75,124,167,167,167,222,270,291,315,314,356,373,380,387,376,389,373,348,359,361,314,282,238,194,195,159,108,31,0,0,0
pierce, washington,19,23,28,37,52,52,81,81,102,102,144,170,186,208,217,226,234,244,248,253,256,243,240,230,227,208,184,166,160,140,120,82,29
skagit, washington,0,3,4,14,14,19,20,21,28,30,34,38,41,41,41,43,40,40,35,37,34,33,31,26,21,20,17,14,14,4,1,0,0
island, washington,4,4,9,18,18,24,29,33,32,33,35,36,37,40,43,42,43,42,36,37,33,29,27,24,17,16,10,7,0,0,0,0,0
spokane, washington,0,3,4,16,22,29,29,37,37,44,52,55,58,61,61,61,64,65,56,52,54,55,46,44,33,28,22,18,10,0,0,0,0
grant, washington,5,5,6,8,10,12,14,17,18,18,22,23,23,23,26,25,27,26,27,29,29,29,27,25,26,23,23,22,18,14,12,7,5
kitsap, washington,0,0,1,6,6,8,11,13,19,19,22,26,27,29,29,33,33,33,32,33,32,30,28,23,20,19,14,12,9,1,0,0,0
yakima, washington,0,3,10,14,16,22,42,44,49,49,69,75,91,102,113,119,120,125,126,146,150,137,157,152,164,159,166,152,147,141,147,133,114
whatcom, washington,34,34,40,46,48,52,54,54,62,62,73,75,81,87,84,79,79,75,71,73,71,60,61,51,47,37,26,19,10,0,0,0,0
thurston, washington,0,0,1,4,4,5,7,8,12,12,13,15,16,17,17,19,19,19,18,18,17,16,15,12,11,11,9,7,5,0,0,0,0
clark, washington,3,2,3,13,22,24,27,27,36,41,40,42,42,42,50,54,56,60,52,50,48,51,55,51,42,38,34,32,38,20,5,2,0
benton, washington,2,2,3,5,13,12,17,33,32,38,44,43,48,53,54,52,53,60,65,64,66,64,54,54,50,45,47,42,28,63,58,58,52
jefferson, washington,0,1,1,2,2,2,3,3,4,4,5,5,5,5,6,8,8,8,8,8,8,8,7,6,5,4,4,3,2,0,0,0,0
kittitas, washington,0,0,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
klickitat, washington,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,0,0,0,0,0
clallam, washington,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
cowlitz, washington,0,0,0,1,1,2,2,3,3,3,4,4,4,4,4,5,5,6,5,5,4,5,4,4,3,2,2,2,2,1,0,0,0
chelan, washington,3,3,4,4,5,5,5,5,5,5,5,5,6,8,8,9,9,11,12,13,13,12,14,12,12,12,11,13,11,13,12,13,12
franklin, washington,2,2,3,3,5,5,6,13,13,13,16,17,17,20,22,24,26,29,33,35,37,39,38,55,53,53,57,61,53,77,82,88,93
lewis, washington,0,0,0,1,1,2,2,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,2,2,2,1,1,1,0
grays harbor, washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1
columbia, washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lincoln, washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mason, washington,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,0,0,0
stevens, washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san juan, washington,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0
whitman, washington,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2
bergen, new jersey,152,184,225,360,465,576,684,794,943,1091,1267,1526,1801,1942,2169,2315,2371,2495,2576,2620,2679,2645,2608,2600,2525,2430,2219,2047,1967,1743,1428,1170,798
essex, new jersey,101,125,139,219,295,384,429,547,665,740,840,982,1133,1294,1427,1570,1700,1832,1935,1986,2057,2074,2096,2109,2111,2153,2006,1974,1914,1826,1669,1507,1332
monmouth, new jersey,80,98,107,173,220,269,299,355,394,433,477,569,677,775,839,891,960,1022,1057,1074,1079,1066,1045,1042,1004,963,866,798,724,607,490,352,190
middlesex, new jersey,63,86,100,166,213,269,308,373,427,481,560,679,822,949,1053,1186,1292,1442,1537,1619,1669,1716,1759,1785,1818,1805,1772,1737,1700,1545,1448,1323,1147
hudson, new jersey,64,79,88,151,204,264,333,451,553,638,752,938,1152,1296,1457,1626,1771,1917,2036,2139,2280,2351,2350,2344,2416,2414,2324,2147,2195,1972,1851,1709,1500
union, new jersey,65,85,91,150,180,258,306,417,489,551,669,827,960,1061,1220,1429,1553,1669,1745,1800,1848,1947,2058,2048,2089,2147,2128,2190,2157,1952,1842,1720,1578
morris, new jersey,58,67,74,106,133,149,188,242,284,300,337,410,516,576,627,690,751,801,811,833,875,874,875,870,886,865,827,765,709,625,543,464,343
ocean, new jersey,42,55,70,128,161,208,254,294,346,394,439,543,646,702,764,836,889,951,972,988,1003,971,1013,1023,1015,996,909,821,819,697,589,486,321
passaic, new jersey,46,72,86,136,160,203,279,370,441,500,584,738,959,1086,1262,1365,1433,1529,1594,1658,1721,1777,1850,1882,1974,1986,1930,1818,1714,1499,1441,1367,1173
somerset, new jersey,16,28,33,55,70,80,91,110,132,141,166,193,236,258,278,313,344,394,437,462,484,493,503,511,502,497,485,464,461,416,384,348,285
mercer, new jersey,10,13,21,31,38,51,63,79,86,106,124,158,187,208,236,263,312,359,392,432,470,485,487,518,550,552,543,570,598,566,569,555,522
burlington, new jersey,10,12,14,20,28,37,45,58,66,81,92,117,152,178,213,239,258,283,304,325,340,351,356,355,356,354,356,368,363,365,353,351,332
camden, new jersey,11,17,20,24,32,42,56,69,77,98,114,135,160,186,217,243,267,317,338,370,392,423,431,454,481,485,493,534,542,555,562,566,551
hunterdon, new jersey,2,4,4,9,14,17,19,24,30,37,42,48,55,60,68,76,82,91,88,84,86,88,91,87,84,81,76,73,69,57,44,35,21
sussex, new jersey,3,4,7,15,21,27,30,37,44,48,55,65,73,84,91,101,105,116,114,124,123,126,129,128,125,112,112,108,102,90,74,61,43
warren, new jersey,3,4,5,10,12,17,18,22,25,30,37,49,58,63,69,82,92,102,100,105,111,115,120,123,124,122,117,120,120,110,100,91,80
gloucester, new jersey,5,7,8,12,14,17,24,30,39,50,57,61,72,84,95,103,110,134,143,155,168,173,173,169,163,167,165,169,167,164,158,155,138
atlantic, new jersey,1,1,3,3,4,5,7,9,10,13,16,24,33,41,45,47,55,62,68,73,80,83,85,95,101,103,100,98,94,112,116,117,114
cape may, new jersey,0,0,0,1,1,1,2,2,3,6,10,14,16,24,26,29,30,33,33,37,39,46,47,49,49,44,45,46,41,40,38,36,34
cumberland, new jersey,0,0,0,0,2,3,3,3,5,8,9,11,12,17,20,23,26,36,45,49,53,61,65,66,68,80,81,92,98,101,106,114,116
salem, new jersey,0,0,0,0,0,0,0,0,3,5,5,6,6,6,7,7,9,12,13,16,17,19,21,23,25,27,27,31,33,30,30,31,31
los angeles, california,129,170,221,361,440,440,563,779,962,1129,1302,1476,1486,1927,2063,2211,2376,2459,2513,2458,2593,2626,2623,2584,2440,2416,2415,2386,2363,2465,2322,2224,2081
santa clara, california,39,60,89,116,126,128,147,215,228,250,269,269,312,333,333,348,361,340,341,345,369,374,306,316,291,277,264,201,126,98,54,11,0
san diego, california,46,55,58,76,93,116,140,151,182,226,262,302,352,385,425,441,443,463,482,490,495,481,481,481,461,445,406,365,350,305,250,197,128
san mateo, california,25,32,30,40,55,67,68,79,76,104,127,136,154,160,168,159,165,170,164,158,149,159,154,164,138,122,113,95,110,103,71,39,24
san francisco, california,23,30,38,53,72,81,92,102,110,122,128,144,154,168,172,180,193,204,216,223,220,236,233,228,210,203,207,193,190,175,147,128,96
orange, california,30,39,50,74,95,123,133,145,156,190,205,224,249,266,283,292,314,328,332,344,342,330,321,328,300,295,270,266,251,218,166,114,72
alameda, california,47,52,52,65,80,80,96,100,110,110,125,151,151,194,201,204,213,213,231,234,246,237,230,239,241,239,224,224,201,194,181,170,141
contra costa, california,10,15,23,31,37,44,43,50,59,72,72,92,90,117,127,133,136,137,140,141,139,141,133,141,130,129,121,120,94,89,72,64,42
sacramento, california,35,35,43,43,60,60,60,80,80,80,110,136,136,149,154,165,183,168,194,181,198,201,213,217,227,200,178,182,154,154,130,99,82
marin, california,0,3,5,7,9,9,11,18,18,21,20,24,29,30,31,30,29,28,28,27,26,29,25,23,24,24,21,16,10,8,4,2,0
san joaquin, california,10,14,19,20,27,27,34,36,41,45,52,54,54,56,61,61,61,61,66,63,65,67,69,72,76,68,74,70,67,67,59,55,46
riverside, california,17,21,24,36,51,63,67,100,125,125,167,167,217,270,317,335,387,419,430,446,504,498,586,564,603,673,662,681,680,615,640,611,633
san luis obispo, california,0,5,6,9,11,14,14,15,18,18,21,22,22,22,22,22,20,20,19,20,19,20,15,13,13,10,8,5,2,0,0,0,0
ventura, california,5,7,8,12,16,22,27,30,36,43,47,52,61,67,67,74,79,82,85,82,80,77,74,83,81,80,70,68,62,55,43,31,20
sonoma, california,7,7,9,10,12,14,17,17,22,23,28,29,32,33,34,32,35,40,41,40,38,35,37,35,34,32,31,27,26,21,18,11,4
san bernardino, california,0,5,7,12,11,19,19,31,35,54,79,95,108,115,115,168,170,199,223,251,246,268,287,283,265,254,295,303,328,346,321,323,315
santa cruz, california,7,7,8,8,10,11,13,14,14,15,17,18,19,22,22,23,23,22,23,21,23,21,19,20,19,17,15,14,11,11,7,5,2
solano, california,1,3,4,6,7,7,7,7,10,12,14,16,20,20,20,25,26,30,29,31,31,31,34,33,30,38,36,31,34,30,26,23,18
santa barbara, california,5,5,7,8,10,15,21,22,29,33,36,46,51,57,58,63,72,74,79,83,81,77,82,86,90,92,87,83,80,81,77,68,59
placer, california,0,3,6,6,6,10,13,13,14,21,25,27,27,28,29,29,30,28,30,30,28,25,23,18,12,9,5,1,0,0,0,0,0
tulare, california,4,4,4,4,5,6,7,9,12,13,22,24,23,34,40,46,46,48,59,58,66,76,86,102,107,103,105,109,102,96,97,97,99
monterey, california,3,5,6,6,6,9,10,10,11,12,13,15,16,18,18,17,16,17,17,20,19,19,18,21,24,26,22,24,23,25,26,24,21
yolo, california,0,1,2,2,3,4,4,4,7,7,8,10,11,11,11,16,17,20,20,21,25,27,28,26,28,30,28,30,29,28,26,25,23
fresno, california,0,2,4,4,7,8,12,12,16,21,26,30,31,32,34,39,44,46,52,55,58,55,61,66,67,72,74,70,68,77,73,70,66
imperial, california,0,0,1,1,4,5,6,6,9,11,12,15,16,16,18,19,21,21,23,21,23,22,27,30,32,34,35,33,34,35,34,34,34
san benito, california,1,1,1,2,3,3,3,3,4,5,6,6,5,5,5,5,8,8,8,7,7,7,8,7,6,6,6,6,6,5,3,0,0
stanislaus, california,3,4,4,4,5,7,9,10,11,13,15,17,19,21,23,26,28,30,33,36,35,36,40,44,47,48,51,52,51,51,50,50,49
kern, california,7,7,8,13,14,19,20,23,31,40,51,61,74,81,84,87,93,104,112,123,128,139,146,165,166,162,160,154,153,151,151,145,138
madera, california,0,1,1,1,2,2,3,4,5,6,7,8,8,7,7,7,6,6,6,6,6,6,4,3,2,1,0,0,0,0,0,0,0
humboldt, california,0,1,1,3,4,5,6,6,7,9,9,12,14,14,14,16,16,16,15,14,14,13,12,11,9,8,5,2,2,0,0,0,0
calaveras, california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
siskiyou, california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yuba, california,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,6,5,4,4,4,4,4,3,3,3,3,3,1,1,0,0
shasta, california,1,1,1,1,1,1,1,1,2,2,2,3,3,5,5,5,6,6,6,6,6,6,7,6,6,6,5,4,3,2,2,2,0
nevada, california,1,1,1,2,2,3,3,5,6,8,8,9,9,9,9,9,9,9,8,8,7,7,6,5,3,3,2,2,0,0,0,0,0
mendocino, california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amador, california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
mono, california,0,0,1,1,2,3,4,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,2,1,0,0,0,0,0
butte, california,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0
napa, california,1,1,1,2,2,3,3,4,4,4,4,4,4,4,5,5,6,6,8,8,8,8,8,8,7,8,8,7,6,5,5,3,3
cook, illinois,117,212,286,283,569,694,976,1072,1328,1530,1668,1828,2272,2465,2690,2662,3144,3095,3709,3796,4092,4124,4263,4323,4381,4503,4541,4245,4247,4204,4151,3796,3698
dupage, illinois,16,19,29,28,48,49,73,88,99,110,128,145,175,195,216,212,260,253,291,284,320,316,330,336,354,351,361,337,322,330,329,298,291
lake, illinois,27,32,42,42,74,77,98,113,128,158,176,196,222,243,267,260,329,322,383,390,425,426,438,448,442,455,483,479,461,454,443,397,392
will, illinois,3,4,7,6,28,35,54,68,67,99,121,145,189,210,222,221,282,279,324,321,349,352,355,377,373,365,354,318,307,307,291,231,215
kane, illinois,5,7,11,11,23,27,29,34,38,42,46,53,61,63,68,67,84,81,94,98,104,106,111,109,115,117,122,118,119,126,124,112,115
mchenry, illinois,0,1,3,2,11,11,13,13,17,19,22,29,36,40,44,44,54,53,62,60,65,66,69,65,68,68,71,64,64,62,58,50,47
mclean, illinois,1,1,1,1,2,2,3,4,4,4,9,10,12,14,14,14,21,21,24,24,25,24,24,24,23,19,18,17,15,14,14,6,5
sangamon, illinois,0,0,0,0,1,1,1,2,3,3,3,4,6,7,8,8,8,8,11,11,11,10,11,10,11,12,12,10,9,10,10,10,10
winnebago, illinois,1,1,2,2,2,2,3,3,4,4,6,7,10,12,14,14,17,17,22,22,27,28,28,31,34,41,49,49,53,54,59,60,65
kendall, illinois,0,0,1,1,2,3,4,4,4,7,10,10,14,15,17,17,25,24,29,32,32,34,33,33,32,31,34,30,29,30,30,23,24
st. clair, illinois,1,2,2,2,5,6,9,11,13,16,17,18,26,28,30,30,41,41,51,52,56,57,61,59,58,58,61,53,52,53,52,45,44
clinton, illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,9,10,10,10,10,10,10,11,12,12,12,12,13,13,13
peoria, illinois,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,5,6,7,7,7,7,6,6,7,7,7,7,6,7
woodford, illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
madison, illinois,0,0,0,0,2,3,4,4,5,8,9,10,16,16,17,17,26,26,33,32,34,35,39,40,43,41,44,43,42,41,41,35,36
kankakee, illinois,1,1,2,2,6,10,12,12,15,18,19,18,21,23,26,26,46,46,52,54,58,59,61,60,67,66,66,63,62,57,56,40,40
champaign, illinois,1,1,1,3,3,3,6,7,8,10,14,17,18,18,20,21,21,21,22,24,24,22,22,22,17,15,13,10,10,7,4,1,0
cumberland, illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whiteside, illinois,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,5,5,6,6,6,6,6,5,6,6,7,5,6,6,7,7,7
jackson, illinois,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,7,7,9,9,9,9,9,9,9,9,9,8,7,7,7,5,4
williamson, illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2
lasalle, illinois,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,5,5,6,6,6,6,6,6,6,7,6,6,6,6,6,4,4
washington, illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adams, illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10,10,10,10,10,10,11,11,11,12,12,11,12,13,13
christian, illinois,0,0,0,0,0,0,2,4,4,4,4,4,4,5,6,6,6,6,6,7,7,6,4,4,3,3,3,2,0,0,0,0,0
dekalb, illinois,0,0,0,0,1,1,2,2,4,6,7,7,8,9,8,8,12,12,12,12,12,11,12,11,10,11,14,13,12,11,10,8,8
jo daviess, illinois,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
stephenson, illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
livingston, illinois,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1
rock island, illinois,0,0,1,1,1,1,1,2,3,5,6,7,9,13,15,15,22,22,24,25,27,32,34,41,45,48,55,54,58,57,61,62,68
wayne, michigan,161,240,320,409,548,718,846,996,1155,1391,1562,1898,2108,2340,2561,2753,2869,2930,2945,2955,2867,2868,2852,2738,2506,2382,2053,1792,1499,1141,634,195,0
oakland, michigan,52,87,122,162,208,272,323,380,442,530,610,721,802,873,976,1074,1125,1176,1212,1251,1233,1230,1254,1230,1177,1101,991,903,794,655,463,281,75
macomb, michigan,35,52,68,88,106,149,177,209,244,316,396,470,557,611,652,717,765,789,815,859,854,865,859,851,832,801,741,676,614,546,439,314,197
washtenaw, michigan,7,7,15,22,42,54,69,80,93,126,139,153,161,167,173,178,192,195,198,190,192,185,186,178,158,145,127,107,92,74,30,0,0
kent, michigan,6,7,9,11,12,15,22,30,34,37,39,43,49,52,55,56,61,68,70,76,80,82,80,85,92,102,105,109,116,135,142,148,149
genesee, michigan,9,13,17,21,29,35,41,47,59,81,114,139,150,162,178,195,214,219,234,255,259,258,259,265,260,242,226,212,195,178,146,104,73
ingham, michigan,1,2,3,4,5,7,11,22,28,38,40,48,54,55,57,61,65,70,75,75,77,75,70,67,61,65,59,53,46,47,37,31,18
livingston, michigan,1,2,2,4,8,11,17,19,25,33,37,40,43,45,48,52,58,60,63,64,62,62,64,64,59,56,53,46,46,44,34,25,17
st. clair, michigan,0,0,1,2,3,3,4,6,8,11,15,20,25,28,33,40,44,50,55,58,60,61,61,61,62,60,59,52,51,44,39,35,26
monroe, michigan,1,3,5,6,8,10,11,13,14,17,24,30,32,34,37,41,48,50,50,51,49,49,47,49,47,42,37,37,33,31,24,12,3
ottawa, michigan,5,6,6,7,8,9,10,11,12,12,13,14,15,17,17,19,19,19,19,18,18,17,15,16,18,16,17,18,18,20,18,17,16
midland, michigan,0,0,0,0,1,1,1,1,1,2,3,3,3,3,4,4,4,5,5,5,5,6,6,7,8,7,6,6,5,4,4,3,2
berrien, michigan,2,3,4,4,6,7,9,10,10,11,12,16,17,18,19,19,21,23,26,26,28,26,26,28,30,31,30,29,30,29,27,25,19
charlevoix, michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
clinton, michigan,0,1,1,1,1,3,3,5,7,10,13,15,17,17,17,23,25,26,26,26,25,25,25,23,21,19,17,15,13,12,4,0,0
eaton, michigan,0,0,0,0,1,1,1,3,5,7,10,13,15,16,17,18,19,20,19,19,20,19,18,17,18,16,14,12,10,11,8,4,1
calhoun, michigan,1,1,2,2,3,4,5,6,6,8,9,10,11,14,14,14,17,19,22,24,25,26,27,31,34,36,36,36,35,38,39,40,39
saginaw, michigan,0,2,2,2,3,5,7,11,16,23,27,30,35,40,46,50,58,64,74,78,84,86,82,80,87,87,93,90,85,79,76,69,64
montcalm, michigan,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,1,0,0,0
bay, michigan,1,1,1,1,1,1,1,2,2,2,4,5,7,9,9,9,12,13,15,17,16,17,16,17,18,17,20,19,18,18,19,17,17
leelanau, michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otsego, michigan,2,3,3,3,3,5,6,6,7,7,7,7,7,8,8,8,8,8,8,9,8,7,7,7,10,10,9,14,13,13,13,12,11
